kanji,kname,kstroke,kmeaning,kgrade,kunyomi_ja,kunyomi,onyomi_ja,onyomi,examples,radical,rad_order,rad_stroke,rad_name_ja,rad_name,rad_meaning,rad_position_ja,rad_position
割,wa(ru),12,"divide, split",6,わ、わる、わり、われる、さ、さく,"wa, waru, wari, wareru, sa, saku",カツ,katsu,"[ [ ""割愛する（かつあいする）"", ""omit, leave out, spare"" ], [ ""分割する（ぶんかつする）"", ""partition, divide, separate"" ], [ ""割る（わる）"", ""divide, break, crack [v.t.]"" ], [ ""割れる（われる）"", ""break, split, crack [v.i.]"" ], [ ""割り勘（わりかん）"", ""shared expenses"" ], [ ""割り算（わりざん）"", ""division"" ], [ ""割り引く（わりびく）"", ""discount [v.t.]"" ], [ ""割合（わりあい）"", ""rate, ratio, proportion"" ], [ ""一割（いちわり）"", ""ten percent"" ], [ ""役割（やくわり）"", ""part, role, duties"" ], [ ""割と（わりと）"", ""relatively, comparatively"" ], [ ""割く（さく）"", ""split, rend, cut, spare (time)"" ] ]",⺉,23,2,りっとう,rittou,"knife, sword",つくり,tsukuri
株,kabu(shiki),10,"stock, share, stump",6,かぶ,kabu,,n/a,"[ [ ""株（かぶ）"", ""share, stock, stump"" ], [ ""株式（かぶしき）"", ""stock [n.]"" ], [ ""株価（かぶか）"", ""stock prices"" ], [ ""株券（かぶけん）"", ""stock certificate"" ], [ ""株主（かぶぬし）"", ""shareholder, stockholder"" ], [ ""株主総会（かぶぬしそうかい）"", ""general meeting of stockholders"" ], [ ""株式会社（かぶしきがいしゃ）"", ""stock company, corporation"" ], [ ""株分け（かぶわけ）"", ""root division"" ], [ ""切り株（きりかぶ）"", ""stump, stubble"" ] ]",,98,4,きへん,kihen,"tree, wood",へん,hen
干,kan-ho(su),3,dry,6,ほ、ひ、ほす、ほし、ひる,"ho, hi, hosu, hoshi, hiru",カン,kan,"[ [ ""干満（かんまん）"", ""ebb and flow (of a tide)"" ], [ ""干潮（かんちょう）"", ""ebb tide"" ], [ ""若干（じゃっかん）"", ""some, a few [n., adv.]"" ], [ ""干渉する（かんしょうする）"", ""interfere, intervene"" ], [ ""干拓する（かんたくする）"", ""reclaim land"" ], [ ""干す（ほす）"", ""dry, drain"" ], [ ""梅干し（うめぼし）"", ""dried plum"" ], [ ""干る（ひる）"", ""dry [v.i.]"" ], [ ""干上がる（ひあがる）"", ""dry up, parch"" ], [ ""潮干狩り（しおひがり）"", ""shell gathering (at low tide)"" ] ]",⼲,61,3,かん,kan,"to dry, shield",,
巻,kan-ma(ku),9,"roll up, volume, wind",6,ま、まく、まき,"ma, maku, maki",カン,kan,"[ [ ""巻末（かんまつ）"", ""end of a book"" ], [ ""全巻（ぜんかん）"", ""the whole volume"" ], [ ""別巻（べっかん）"", ""separate volume, extra issue"" ], [ ""第一巻（だいいっかん）"", ""first volume"" ], [ ""巻く（まく）"", ""wind, coil, roll [v.t.]"" ], [ ""巻き添え（まきぞえ）"", ""get mixed up in [n.]"" ], [ ""葉巻（はまき）"", ""cigar"" ], [ ""渦巻き（うずまき）"", ""whirlpool, eddy, coil"" ], [ ""のり巻き（のりまき）"", ""Sushi roll"" ], [ ""絵巻物（えまきもの）"", ""picture scroll"" ] ]",⼰,58,3,おのれ,onore,self,,
待,ma(tsu),9,wait,3,まつ、またせる,"matsu, mataseru",タイ,tai,"[ [ ""待機する（たいきする）"", ""stand by"" ], [ ""期待する（きたいする）"", ""hope"" ], [ ""招待する（しょうたいする）"", ""invite"" ], [ ""待つ（まつ）"", ""wait"" ], [ ""待たせる（またせる）"", ""keep (a person) waiting"" ], [ ""待ち合わせる（まちあわせる）"", ""rendezvous"" ], [ ""待合室（まちあいしつ）"", ""waiting room"" ] ]",⼻,70,3,ぎょうにんべん,gyouninben,"step, stride, street, to go",へん,hen
看,kan(gofu),9,"watch, care for",6,,n/a,カン,kan,"[ [ ""看板（かんばん）"", ""sign, signboard, billboard"" ], [ ""看守（かんしゅ）"", ""prison guard, jailer"" ], [ ""看護婦（かんごふ）"", ""nurse"" ], [ ""看破する（かんぱする）"", ""penetrate, see through"" ], [ ""看病する（かんびょうする）"", ""nurse, attend (a sick person)"" ], [ ""看護する（かんごする）"", ""nurse, attend (a sick person)"" ] ]",⽬,137,5,め,me,eye,,
危,abu(nai),6,dangerous,6,あぶ、あや、あぶない、あやうい、あやぶむ、あやうく,"abu, aya, abunai, ayaui, ayabumu, ayauku",キ,ki,"[ [ ""危機（きき）"", ""crisis"" ], [ ""危害（きがい）"", ""injury, harm, danger"" ], [ ""危篤（きとく）"", ""on the verge of death"" ], [ ""危惧（きぐ）"", ""fear, misgivings"" ], [ ""危険な（きけんな）"", ""dangerous, perilous, hazardous"" ], [ ""危ない（あぶない）"", ""dangerous, watch out! [adj.]"" ], [ ""危うく（あやうく）"", ""in imminent danger of, almost"" ], [ ""危うい（あやうい）"", ""dangerous, critical [adj.]"" ], [ ""危ぶむ（あやぶむ）"", ""have misgivings [v.t.]"" ] ]",⼙,30,2,ふしづくり,fushizukuri,"stamp, seal",つくり,tsukuri
揮,(shi)ki(bou),12,"wield, direct, command",6,,n/a,キ,ki,"[ [ ""揮発油（きはつゆ）"", ""volatile oil"" ], [ ""指揮者（しきしゃ）"", ""conductor"" ], [ ""指揮棒（しきぼう）"", ""conductor's baton"" ], [ ""指揮する（しきする）"", ""command, direct, conduct"" ], [ ""発揮する（はっきする）"", ""demonstrate one's ability"" ] ]",⺘,77,3,てへん,tehen,hand,へん,hen
貴,ki-touto(i),12,"noble, your honorable, valuable, respect",6,たっと、とうと、たっとい、とうとい,"tatto, touto, tattoi, toutoi",キ,ki,"[ [ ""貴族（きぞく）"", ""noble, aristocrat"" ], [ ""貴社（きしゃ）"", ""your company [respectful]"" ], [ ""貴金属（ききんぞく）"", ""precious metal"" ], [ ""貴婦人（きふじん）"", ""noblewoman"" ], [ ""貴重品（きちょうひん）"", ""valuables, treasures"" ], [ ""貴重な（きちょうな）"", ""precious, valuable"" ], [ ""高貴な（こうきな）"", ""high class [adj.]"" ], [ ""貴い（たっとい/とうとい）"", ""precious, exalted, sacred [adj.]"" ], [ ""貴ぶ（たっとぶ/とうとぶ）"", ""value, prize, esteem [v.t.]"" ] ]",⾙,187,7,かい,kai,"shell, property, wealth",,
郷,(ko)kyou,11,hometown,6,,n/a,キョウ、ゴウ,"kyou, gou","[ [ ""郷里（きょうり）"", ""birth-place, home town"" ], [ ""郷土（きょうど）"", ""native place, birth-place"" ], [ ""郷愁（きょうしゅう）"", ""nostalgia, homesickness"" ], [ ""故郷（こきょう）"", ""home town, native place"" ], [ ""同郷（どうきょう）"", ""from the same birthplace"" ], [ ""望郷（ぼうきょう）"", ""homesickness, nostalgia"" ], [ ""愛郷心（あいきょうしん）"", ""love of one's hometown"" ], [ ""帰郷する（ききょうする）"", ""return to one's home"" ], [ ""近郷（きんごう）"", ""neighboring districts"" ] ]",⻏,73,3,おおざと,oozato,"village, country, city",つくり,tsukuri
警,kei(satsu),19,"guard against, warn, admonish",6,,n/a,ケイ,kei,"[ [ ""警察（けいさつ）"", ""police"" ], [ ""警官（けいかん）"", ""police officer"" ], [ ""警備（けいび）"", ""defense, guard, policing"" ], [ ""警部（けいぶ）"", ""police inspector"" ], [ ""警報（けいほう）"", ""alarm, warning"" ], [ ""警鐘（けいしょう）"", ""alarm bell, fire bell"" ], [ ""警視庁（けいしちょう）"", ""police headquarters"" ], [ ""婦警（ふけい）"", ""policewoman"" ], [ ""県警（けんけい）"", ""prefectural police"" ], [ ""警告する（けいこくする）"", ""warn, advice"" ], [ ""警戒する（けいかいする）"", ""warn, be vigilant [v.t.]"" ] ]",⾔,182,7,げん,gen,"words, to speak, say",,
穴,ana,5,"hole, cave",6,あな,ana,ケツ,ketsu,"[ [ ""墓穴（ぼけつ）"", ""grave [n.]"" ], [ ""穴（あな）"", ""hole"" ], [ ""洞穴（ほらあな）"", ""cave, grotto"" ], [ ""落とし穴（おとしあな）"", ""pitfall, trap, pit"" ] ]",⽳,146,5,あな,ana,"hole, cave",,
絹,kinu,13,silk,6,きぬ,kinu,ケン,ken,"[ [ ""絹布（けんぷ）"", ""silk, silk cloth"" ], [ ""正絹（しょうけん）"", ""pure silk"" ], [ ""絹（きぬ）"", ""silk"" ], [ ""絹糸（きぬいと）"", ""silk thread"" ], [ ""絹織物（きぬおりもの）"", ""silk goods"" ] ]",,158,6,いとへん,itohen,thread,へん,hen
憲,(gou)ken(teki),16,constitution,6,,n/a,ケン,ken,"[ [ ""憲法（けんぽう）"", ""constitution"" ], [ ""憲章（けんしょう）"", ""charter"" ], [ ""違憲（いけん）"", ""unconstitutionality"" ], [ ""立憲（りっけん）"", ""constitutionalism"" ], [ ""立憲政治（りっけんせいじ）"", ""constitutional government"" ], [ ""合憲的な（ごうけんてきな）"", ""constitutional"" ] ]",⼼,80,4,こころ,kokoro,"heart, mind, spirit",,
源,minamoto,13,"source, origin",6,みなもと,minamoto,ゲン,gen,"[ [ ""源泉（げんせん）"", ""source"" ], [ ""源氏物語（げんじものがたり）"", ""the Tale of the Genji"" ], [ ""源平合戦（げんぺいがっせん）"", ""battle b/t Genji & Heike clans"" ], [ ""根源（こんげん）"", ""root, source, origin"" ], [ ""起源（きげん）"", ""origin, beginning"" ], [ ""語源（ごげん）"", ""word root, etymology"" ], [ ""資源（しげん）"", ""natural resources"" ], [ ""財源（ざいげん）"", ""financial resources"" ], [ ""震源（しんげん）"", ""epicenter (of earthquake)"" ], [ ""栄養源（えいようげん）"", ""source of nutrients"" ], [ ""源（みなもと）"", ""source, origin"" ] ]",⺡,76,3,さんずい,sanzui,water,へん,hen
堂,(shoku)dou,11,hall,4,,n/a,ドウ,dou,"[ [ ""食堂（しょくどう）"", ""dining hall"" ], [ ""議事堂（ぎじどう）"", ""Diet building"" ], [ ""講堂（こうどう）"", ""auditorium"" ] ]",⼟,37,3,つち,tsuchi,earth,,
己,onore,3,"oneself, self",6,おのれ,onore,コ、キ,"ko, ki","[ [ ""自己（じこ）"", ""self, oneself"" ], [ ""利己主義（りこしゅぎ）"", ""egoism, selfishness"" ], [ ""知己（ちき）"", ""acquaintance, friend"" ], [ ""克己心（こっきしん）"", ""spirit of self-denial/self-control"" ], [ ""己（おのれ）"", ""oneself, you [insulting]"" ] ]",⼰,58,3,おのれ,onore,self,,
后,(koutai)gou,6,empress,6,,n/a,コウ,kou,"[ [ ""皇后（こうごう）"", ""empress"" ], [ ""皇后陛下（こうごうへいか）"", ""her majesty the Empress"" ], [ ""皇太后（こうたいごう）"", ""Queen Mother"" ] ]",⼝,34,3,くち,kuchi,mouth,,
孝,(oya)kou(kou),7,filial piety,6,,n/a,コウ,kou,"[ [ ""忠孝（ちゅうこう）"", ""loyalty and filial piety"" ], [ ""親孝行な（おやこうこうな）"", ""having filial piety [adj.]"" ], [ ""親不孝な（おやふこうな）"", ""lacking filial piety [adj.]"" ], [ ""孝行する（こうこうする）"", ""exercise filial piety [v.i.]"" ] ]",⼦,46,3,こ,ko,"child, son",,
紅,beni,9,"crimson, deep red, rouge",6,べに、くれない,"beni, kurenai",コウ、ク,"kou, ku","[ [ ""紅白（こうはく）"", ""red and white, auspicious colors"" ], [ ""紅梅（こうばい）"", ""red-blossomed plum tree"" ], [ ""紅葉（こうよう）"", ""autumn colors"" ], [ ""紅茶（こうちゃ）"", ""black tea"" ], [ ""深紅（しんく）"", ""deep crimson"" ], [ ""紅色（べにいろ）"", ""red color"" ], [ ""紅花（べにばな）"", ""safflower"" ], [ ""口紅（くちべに）"", ""lipstick"" ], [ ""紅（くれない）"", ""deep red, crimson"" ], [ ""*紅葉（もみじ）"", ""Japanese maple"" ] ]",,158,6,いとへん,itohen,thread,へん,hen
鋼,hagane,16,steel,6,はがね,hagane,コウ,kou,"[ [ ""鋼材（こうざい）"", ""material made from steel"" ], [ ""鋼板（こうはん）"", ""steel sheet, steel plate"" ], [ ""鋼管（こうかん）"", ""steel pipe"" ], [ ""製鋼（せいこう）"", ""steel manufacture"" ], [ ""鉄鋼（てっこう）"", ""iron and steel"" ], [ ""鋼（はがね）"", ""steel"" ], [ ""鋼色（はがねいろ）"", ""steel blue"" ] ]",,206,8,かねへん,kanehen,"metal, gold, mineral",へん,hen
刻,kiza(mu),8,"engrave, carve, chop up, point of time",6,きざ、きざむ、きざみ,"kiza, kizamu, kizami",コク,koku,"[ [ ""刻印（こくいん）"", ""carved seal"" ], [ ""刻一刻（こくいっこく）"", ""moment by moment"" ], [ ""彫刻（ちょうこく）"", ""carving, engraving, sculpture"" ], [ ""時刻（じこく）"", ""time, moment"" ], [ ""定刻（ていこく）"", ""appointed time"" ], [ ""即刻（そっこく）"", ""immediately, at once, instantly"" ], [ ""夕刻（ゆうこく）"", ""evening, evening hour"" ], [ ""深刻な（しんこくな）"", ""serious"" ], [ ""遅刻する（ちこくする）"", ""be late [v.i.]"" ], [ ""刻む（きざむ）"", ""mince, carve, chop up, hash"" ], [ ""小刻みに（こきざみに）"", ""bit by bit"" ], [ ""五分刻みに（ごふんきざみに）"", ""every 5 minutes"" ] ]",⺉,23,2,りっとう,rittou,"knife, sword",つくり,tsukuri
穀,koku(motsu),14,"cereal, grain",6,,n/a,コク,koku,"[ [ ""穀物（こくもつ）"", ""grain, cereal"" ], [ ""穀類（こくるい）"", ""grains"" ], [ ""穀倉（こくそう）"", ""granary"" ], [ ""五穀（ごこく）"", ""the 5 grains"" ], [ ""脱穀機（だっこくき）"", ""grain threshing machine"" ] ]",⽲,145,5,のぎへん,nogihen,grain,へん,hen
砂,suna,9,sand,6,すな,suna,サ、シャ,"sa, sha","[ [ ""砂漠（さばく）"", ""desert"" ], [ ""砂丘（さきゅう）"", ""sand dune, sand hill"" ], [ ""砂州（さす）"", ""reef, sandbar, sandbank"" ], [ ""砂糖（さとう）"", ""sugar"" ], [ ""砂金（さきん）"", ""gold dust"" ], [ ""土砂（どしゃ）"", ""earth and sand"" ], [ ""土砂崩れ（どしゃくずれ）"", ""landslide"" ], [ ""砂（すな）"", ""sand"" ], [ ""砂地（すなち）"", ""sandy soil"" ], [ ""砂場（すなば）"", ""sand pit"" ], [ ""砂浜（すなはま）"", ""sandy beach"" ], [ ""*砂利（じゃり）"", ""gravel"" ] ]",,143,5,いしへん,ishihen,stone,へん,hen
裁,sai-saba(ku),12,"cut out, judge",6,た、さば、たつ、さばく,"ta, saba, tatsu, sabaku",サイ,sai,"[ [ ""裁判（さいばん）"", ""trial, judgment"" ], [ ""裁判所（さいばんしょ）"", ""court, courthouse"" ], [ ""裁縫（さいほう）"", ""sewing"" ], [ ""裁量（さいりょう）"", ""discretion"" ], [ ""洋裁（ようさい）"", ""dressmaking"" ], [ ""制裁（せいさい）"", ""restraint, sanctions, punishment"" ], [ ""体裁（ていさい）"", ""appearance, format, decency"" ], [ ""独裁（どくさい）"", ""dictatorship, despotism"" ], [ ""総裁（そうさい）"", ""president"" ], [ ""仲裁する（ちゅうさいする）"", ""arbitrate, intercede"" ], [ ""裁つ（たつ）"", ""cut [v.t.]"" ], [ ""裁く（さばく）"", ""judge [v.t.]"" ] ]",⾐,177,6,ころも,koromo,clothing,,
策,(zengo)saku,12,"scheme, measure, plan, means, policy",6,,n/a,サク,saku,"[ [ ""策（さく）"", ""plan, policy"" ], [ ""策略（さくりゃく）"", ""scheme, tactic, strategy"" ], [ ""策士（さくし）"", ""intriguer, tactician, schemer"" ], [ ""対策（たいさく）"", ""counter-plan, counter-measure"" ], [ ""政策（せいさく）"", ""government policy"" ], [ ""方策（ほうさく）"", ""plan, policy"" ], [ ""善後策（ぜんごさく）"", ""remedy, countermeasure"" ] ]",⺮,154,6,たけかんむり,takekanmuri,bamboo,かんむり,kanmuri
話,wa-hana(su),13,speak,2,はな、はなす、はなし,"hana, hanasu, hanashi",ワ,wa,"[ [ ""電話（でんわ）"", ""telephone"" ], [ ""会話（かいわ）"", ""conversation"" ], [ ""話題（わだい）"", ""topic"" ], [ ""童話（どうわ）"", ""fairy tale"" ], [ ""話す（はなす）"", ""speak"" ], [ ""話し方（はなしかた）"", ""way of talking"" ], [ ""話（はなし）"", ""story, conversation"" ], [ ""話し中（はなしちゅう）"", ""while talking, the line is busy"" ], [ ""笑い話（わらいばなし）"", ""funny story"" ], [ ""昔話（むかしばなし）"", ""folklore"" ] ]",,183,7,ごんべん,gonben,"words, to speak, say",へん,hen
蚕,kaiko,10,silkworm,6,かいこ,kaiko,サン,san,"[ [ ""蚕糸（さんし）"", ""silk thread, silk yarn"" ], [ ""養蚕（ようさん）"", ""sericulture, silkworm culture"" ], [ ""蚕食する（さんしょくする）"", ""encroach, invade"" ], [ ""蚕（かいこ）"", ""silkworm"" ] ]",⾍,174,6,むし,mushi,"worm, insect, bug",,
至,shi-ita(ru),6,"come to, arrive, lead to",6,いた、いたる,"ita, itaru",シ,shi,"[ [ ""至急（しきゅう）"", ""urgent, pressing"" ], [ ""至上（しじょう）"", ""supremacy"" ], [ ""至難（しなん）"", ""most difficult, next to impossible"" ], [ ""至極（しごく）"", ""very, extremely, exceedingly"" ], [ ""夏至（げし）"", ""summer solstice"" ], [ ""冬至（とうじ）"", ""winter solstice"" ], [ ""必至（ひっし）"", ""inevitable, desperate"" ], [ ""至る（いたる）"", ""come, arrive"" ], [ ""至る所（いたるところ）"", ""everywhere"" ] ]",⾄,167,6,いたる,itaru,"to arrive, reach",,
姿,sugata,9,"figure, form, shape, appearance, posture",6,すがた,sugata,シ,shi,"[ [ ""姿勢（しせい）"", ""attitude, posture"" ], [ ""姿態（したい）"", ""figure, form, style"" ], [ ""容姿（ようし）"", ""appearance, figure"" ], [ ""雄姿（ゆうし）"", ""gallant figure"" ], [ ""姿（すがた）"", ""figure, shape, appearance"" ], [ ""姿見（すがたみ）"", ""full-length mirror"" ], [ ""後ろ姿（うしろすがた）"", ""back view"" ] ]",⼥,44,3,おんな,onna,woman,,
